"BehaviorSpace results (NetLogo 6.2.2)"
"JAN22_SEN1211_recyclingplastic_group5.tmp.nlogo"
"50% compaign"
"01/22/2022 17:06:08:429 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","initial-perc-singles","initial-num-collection-points","show-bottles?","fraction-of-collection","model-version","population","initial-perc-families","fraction-of-technology","total-budget","fraction-of-campaign","recycling-changing-ratio","initial-perc-couples","max-bottles","initial-num-recycling-companies","C-capacity","collection-changing-ratio","R-capacity","[step]","count turtles"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","176","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","172","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","125","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","178","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","134","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","129","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","177","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","115","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","173","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","126","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","135","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","179","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","134","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","174","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","178","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","116","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","136","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","130","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","180","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","179","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","175","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","127","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","135","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","137","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","131","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","180","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","176","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","117","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","138","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","128","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","181","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","136","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","132","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","181","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","177","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","182","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","129","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","118","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","139","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","137","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","182","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","133","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","178","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","130","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","183","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","140","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","138","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","183","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","134","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","131","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","179","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","119","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","184","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","141","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","184","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","139","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","180","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","185","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","135","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","142","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","132","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","185","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","120","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","181","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","140","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","186","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","133","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","186","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","121","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","143","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","141","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","187","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","187","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","144","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","136","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","182","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","134","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","122","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","188","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","183","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","188","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","145","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","142","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","189","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","123","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","189","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","184","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","143","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","135","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","190","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","146","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","124","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","185","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","190","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","136","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","137","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","191","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","147","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","191","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","186","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","144","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","138","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","192","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","125","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","148","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","187","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","192","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","137","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","193","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","193","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","126","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","188","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","138","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","145","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","149","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","194","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","150","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","194","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","189","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","146","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","139","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","195","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","195","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","190","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","127","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","151","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","139","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","196","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","196","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","191","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","128","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","140","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","147","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","152","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","197","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","197","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","140","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","192","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","148","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","153","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","198","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","198","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","193","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","141","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","199","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","199","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","129","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","194","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","149","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","141","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","154","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","200","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","200","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","195","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","155","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","150","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","142","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","130","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","201","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","201","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","196","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","142","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","131","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","202","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","151","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","202","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","197","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","143","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","143","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","203","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","156","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","203","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","198","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","152","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","132","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","157","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","204","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","204","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","158","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","153","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","133","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","199","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","205","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","144","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","144","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","205","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","154","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","134","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","200","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","145","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","206","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","206","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","145","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","207","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","201","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","159","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","155","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","135","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","207","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","146","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","202","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","208","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","160","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","136","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","146","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","209","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","208","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","203","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","161","107"
"7","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","147","107"
"8","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","147","107"
"6","0.4","5","true","0.5","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","137","107"
"2","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","210","107"
"4","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","204","107"
"3","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","156","107"
"5","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","209","107"
"1","0.4","5","true","0.25","yes-policy","100","0.3","0.25","1000","0.5","1","0.3","10000000","2","10000","2","10000","162","107"
